Company Name,Website,Company Description,Industry,Founder Name,Founder LinkedIn ,Founded,Team Size,Location,Socials
Modern Realty,https://modernrealty.io,"AI Real Estate Brokerage that provides an AI self-service solution for home buying, guiding users through each stage of the process.","Artificial Intelligence, Real Estate, Consumer","Raffi Isanians, Raymond Xu","https://www.linkedin.com/in/raffi-isanians/, https://linkedin.com/in/raymond-y-xu",2024,2,San Francisco,https://www.linkedin.com/company/the-modern-realty
Merlin AI,https://www.merlinai.co,"Merlin is an AI-powered ERP for construction companies that provides a single platform to manage project management, materials management, finance, estimating, and CRM, reducing manual work by 60% and cutting software costs by $10,000 monthly.","saas, construction, b2b, enterprise-software, ai","Sneha Kumari, Ayantika Dey, Kumar Siddhartha","https://linkedin.com/in/snehakumari, https://linkedin.com/in/ayantika-dey-b8155b76, https://linkedin.com/in/kumar-siddhartha-44847516",2024,6,"Los Angeles, CA",https://linkedin.com/company/merlin-ai-co/
Parahelp,https://parahelp.com/,Parahelp is an AI support agent for software companies that resolves support tickets end-to-end.,"Artificial Intelligence, B2B, Customer Service, Customer Support, Ticketing","Anker Ryhl, Mads Liechti","https://linkedin.com/in/anker-bach-ryhl, https://linkedin.com/in/mads-lunau-liechti-a51210185",2024,2,San Francisco,https://linkedin.com/company/parahelp-ai
"Diode Computers, Inc.",https://diode.computer,"Diode automates hardware design, like hiring a senior electronic engineer for your projects. We use generative AI models to create and manufacture custom printed circuit boards in minutes, not weeks.","generative-ai, saas, manufacturing, electronics","Davide Asnaghi, Lenny Khazan","https://linkedin.com/in/d-asnaghi, https://www.linkedin.com/in/lennykhazan",2024,2,New York,https://www.linkedin.com/company/diode-inc/
Terra,https://useterra.com/,"Terra is like Faire for custom goods, connecting suppliers, expediting sampling, and tracking production in real-time, removing the uncertainties of overseas manufacturing.","manufacturing, supply-chain, procurement, enterprise-software","Lev Glushkovskii, Dylan McFarland","https://www.linkedin.com/in/lev-glushkovskii/, https://www.linkedin.com/in/dylan-mcfarland/",2024,6,New York,https://www.linkedin.com/company/useterra
ZeroPath,https://zeropath.com,"ZeroPath is a developer tool that autonomously detects, verifies, and submits fixes for vulnerabilities in your code. Engineers can use ZeroPath to find security problems that they might only otherwise catch in pentests or from bug bounty researchers.","developer-tools, b2b, security, cybersecurity, ai","Dean Valentine, Nathan Hrncirik, Raphael Karger, Etienne Lunetta","https://www.linkedin.com/in/dean-valentine-3b7583313/,https://www.linkedin.com/in/nathan-hrncirik/,https://www.linkedin.com/in/raphael-karger/,https://www.linkedin.com/in/etienne-lunetta-574065313/",2024,4,San Francisco,https://www.linkedin.com/company/zeropathai
Ångström AI,https://www.angstrom-ai.com,Gen AI molecular simulations that reproduce wetlab results. Ångström AI builds GenAI-based molecular simulations to substitute wet lab experiments in the pre-clinical drug development pipeline.,"AI, Biotech, Drug Discovery","Javier Antoran, Jose Miguel Hernandez Lobato, Laurence Midgley","https://linkedin.com/in/javier-antoran, https://linkedin.com/in/jose-miguel-hernandez-lobato-7790512a5, https://linkedin.com/in/laurencemidgley",2024,5,San Francisco,https://linkedin.com/company/angstrom-ai/
Autumn Labs,https://www.autumnlabs.io/,"Autumn Labs delivers a developer-friendly platform for monitoring and managing modern manufacturing lines, integrating with robotic stations to ensure full traceability, live data monitoring, and secure data transport.","hardware, robotic-process-automation, saas, robotics, manufacturing","Prathik Muppidi, Harsh Bhatt, Sam Monga","https://linkedin.com/in/prathikmuppidi, https://linkedin.com/in/harshmbhatt, https://linkedin.com/in/sammonga",2023,3,San Francisco,https://www.autumnlabs.io/
Voker,https://voker.ai,Voker is a no-code platform that empowers product teams to build AI features in minutes without involving engineers. It helps businesses profit from AI innovation by making it accessible and practical.,No-Code AI,"Tyler Postle, Alex Rudolph","https://www.linkedin.com/in/tyler-postle/, https://www.linkedin.com/in/alex-r-87470a198/",2024,2,"Los Angeles, CA, US / Calabasas, CA, US",https://www.linkedin.com/company/voker-ai/
Spur,https://www.spurtest.com/,Spur is your AI QA Engineer. Test your websites with natural language.,"developer-tools, b2b, ai","Sneha Sivakumar, Anushka Nijhawan","https://www.linkedin.com/in/TrFrp/,https://linkedin.com/in/anushka-nijhawan-8380361b1",2024,4,San Francisco,https://www.linkedin.com/company/spur-test/
Helium,https://tryhelium.com,"Helium is building self-improving software — AI that continuously experiments on key moments in the user funnel to boost revenue. Our first customer, a social app with 20M MAU, uses Helium to test new in-app paywalls to get more users to subscribe.","Software, AI, Consumer Apps","Zach Witzel, Anish Doshi, Shishir Jakati","https://linkedin.com/in/zachwitzel, https://www.linkedin.com/in/anish-doshi-45a81271, https://linkedin.com/in/shishirjakati",2024,3,N/A,N/A
reworks,https://www.reworks.ai,"reworks is the fastest way for agentic AI companies to integrate with external software. Instead of spending weeks integrating with traditional API:s or writing custom scraping scripts, teams use reworks to build browser-based integrations that don't break.","artificial-intelligence, generative-ai, saas, api, ai",Melvin Hagberg,https://www.linkedin.com/in/melvinhagberg/,2024,2,San Francisco,https://www.linkedin.com/company/reworks-labs/
AI Sell,https://www.aisell.com,"We're building AI Sales Associates for eCommerce. Imagine going on nike.com and facetiming an AI Lebron James and getting his advice on which his shoes to buy. Traditional brick-and-mortar retail stores rely on sales associates to provide personalized customer service, guide product discovery and close sales, but it's always been too expensive and unscaleable for online stores. We're building video-based AI agents that are experts in their products and can gently steer customers to a purchase, delighting customers and lifting conversion/AOV.","Sales, E-commerce, AI","Jerry Liu, Jeffrey Liu","https://linkedin.com/in/jerryzliu, N/A",2024,2,San Francisco,https://linkedin.com/in/jerryzliu
Exa Laboratories,https://exalaboratories.com,"Exa is making reconfigurable chips for AI, offering superior speed and energy efficiency compared to traditional GPUs/TPUs/LPUs. Our chips automatically adapt themselves to each specific AI model, overcoming the von Neumann bottleneck.","hard-tech, hardware, machine-learning, semiconductors, ai","Elias Almqvist, Prithvi Raj","https://www.linkedin.com/in/almqv/, https://www.linkedin.com/in/prithvi-raj-eng/",2024,2,San Francisco,https://www.linkedin.com/company/exa-laboratories
Ionworks,https://ionworks.com/,"Simulation software used by leading battery and automotive companies, making simulations accessible to engineers to explore design space efficiently and cost-effectively.","Simulation Software, Battery Technology","Valentin Sulzer, Rob Timms","https://www.linkedin.com/in/valentinsulzer/, https://www.linkedin.com/in/robertwtimms/",2023,5,N/A,https://www.linkedin.com/company/ionworks-technologies/
Substrate,https://www.substrate.cc/,"Substrate's AI agents automate the click-work & data entry in revenue cycle management, significantly increasing efficiency and reducing errors.",Artificial Intelligence,"Inderpal Singh, Ayo Omojola","https://linkedin.com/in/inderpals, https://linkedin.com/in/omojola",2024,2,"San Francisco, CA, US / Remote (US)",http://x.com/substrate_cc
Kura AI,https://trykura.com,Kura breaks 87% on the WebVoyager Benchmark. That is 31% better than Claude's Computer Use demo and 14% better than the previous State of the Art. In 10 years there will be more AI agents on the internet than humans. Kura is SOTA for giving AI agents the tools for interacting with websites.,"artificial-intelligence, generative-ai, ai","Ronit Basu, Darren Hwang","https://www.linkedin.com/in/ronit-basu-13ab30128, https://www.linkedin.com/in/darren-hwang-7a5b25112",2024,2,N/A,https://www.linkedin.com/company/kura-ai
1849 bio,https://www.1849.bio,1849 bio designs microbes enabling cheap metal extraction allowing miners to unlock value from low quality copper and gold ores.,"hard-tech, synthetic-biology, biotech, climate, mining","Jai Padmakumar, Yongjin Park","https://linkedin.com/in/jai-padmakumar, https://www.linkedin.com/in/yongjin-park-6604092a/",2024,3,San Francisco,https://linkedin.com/in/jai-padmakumar
Domu Technology Inc.,https://www.domu.ai/,Domu automates debt collection calls for banks using generative AI.,"aiops, call-center, ai, ai-assistant","Nick Diaz, Camila Zancanella","https://www.linkedin.com/in/nicolasdiaz27/, https://linkedin.com/in/camilazancanella",2023,5,San Francisco,https://www.linkedin.com/company/domu-ai/
stormy.ai,https://stormy.ai,Influencer marketing on autopilot,"saas, b2b, marketing, ai","Robert Lukoshko, Alex Pokras","https://linkedin.com/in/karmedge, https://linkedin.com/in/pokras",2024,2,San Francisco,https://twitter.com/karmedge/
camfer,https://www.camfer.dev/,Building the world’s first AI mechanical engineer.,"generative-ai, hardware, productivity, manufacturing, ai","Arya Bastani, Keaton Elvins, Roth Vann","https://www.linkedin.com/in/arya-bastani/, https://www.linkedin.com/in/keatonelvins/, https://www.linkedin.com/in/rothvann/",2024,3,San Francisco,https://x.com/camfer_inc
Saldor,https://saldor.com/,Asynchronous software engineering assistants.,AI Software Engineers,"Jacob Bland, Jack Cameron","https://linkedin.com/in/bland-jacob, https://www.linkedin.com/in/jackmcameron/",2024,2,San Francisco,https://x.com/saldorai
Offstream,https://www.useoffstream.com/,"Offstream is Vanta for carbon compliance, which uses LLMs to parse regulations, generate technical reports, and manage operational data points on project’s lifecycles to reduce time spent on compliance by 90% at a cost of 1/5th of alternatives.",Carbon Compliance,"Varsha Ramesh Walsh, Zach Janicki","https://www.linkedin.com/in/varsha-ramesh/, https://www.linkedin.com/in/zachjanicki",2023,5,N/A,https://twitter.com/OffstreamIO
Zimi,https://www.withzimi.com,"Platform for international brands to sell, ship, and get paid globally. Zimi is a cross-border commerce partner dedicated to simplifying global expansion for international brands by optimizing cross-border logistics, offering seamless local fulfillment, and automating secure international payments.","saas, b2b, e-commerce, supply-chain, retail","Audrey Djiya, Peter Nsaka","https://www.linkedin.com/in/audrey-elodie-djiya-7a7a24101, https://www.linkedin.com/in/nsakapeter/",2023,2,New York,https://www.linkedin.com/company/withzimi
Palmier,https://www.palmier.io,"AI Native Github Alternative that builds a new kind of code repository designed for AIs, helping developers work seamlessly with AI to improve efficiency and produce better quality code.","developer-tools, saas, b2b, ai","Marcos Rico Peng, Harrison Tin","https://www.linkedin.com/in/marcosrico, https://www.linkedin.com/in/harrison-tin-a260321b3/",2024,2,San Francisco,https://www.linkedin.com/company/palmier-io
Rastro,https://rastro.sh,"Rastro is an AI personal shopper for home decor, helping users find matching products from various retailers by crafting a taste profile in a brief onboarding call.","Retail-Tech, AI, Consumer","Baptiste Cumin, Augustin Baudoin, Papa Sougou Wele","https://www.linkedin.com/in/baptiste-cumin/, https://www.linkedin.com/in/augustin-baudoin/, https://www.linkedin.com/in/papiswele/",2024,3,San Francisco,https://twitter.com/baptiste_cumin
Spaceium Inc,https://spaceium.com,"Spaceium builds fully automated space stations to refuel and repair spacecraft. They have secured $86.1 million in binding commercial contracts and have an additional $230 million in the pipeline. Spaceium's stations store and transfer both cryogenic and non-cryogenic fuels with zero loss, aiming to connect Earth to Moon and Mars.","hard-tech, robotics, space-exploration, aerospace","Ashi Dissanayake, Reza Fetanat","https://linkedin.com/in/ashi-dissanayake, https://linkedin.com/in/rezafetanat",2023,N/A,"Long Beach, CA",https://www.linkedin.com/company/spaceium-inc
LedgerUp,https://ledgerup.ai/,"LedgerUp is your AI RevOps teammate for B2B SaaS, transforming contract-based billing from a chore into a frictionless, revenue-accelerating process. We parse contracts, issue invoices, and collect payments in real-time, all while surfacing actionable analytics—allowing your finance team to escape spreadsheet chaos and focus on strategic growth.","finops, workflow-automation, ai","Joseph Johnson, Bailey Spell","https://linkedin.com/in/joseph-johnson-,https://linkedin.com/in/bailey-spell-b487ab149",2024,3,San Francisco,https://linkedin.com/company/ledgerup-ai
Void,https://voideditor.com,"Void is an open source code editor with AI features similar to Cursor and GitHub Copilot. Unlike other tools, Void lets developers connect directly to open source LLM models without sending their private data through an external backend.","artificial-intelligence, developer-tools, ai","Andrew Pareles, Mathew Pareles","https://linkedin.com/in/andrew-pareles, https://linkedin.com/in/mathew-pareles/",2024,2,San Francisco,https://x.com/thevoideditor
Cheers,https://www.cheers.tech,"Cheers is the first Frontline Experience Management platform that transforms every in-person service moment into a genuine human connection. By unifying onsite payments, digital tips, real-time reviews, and new-customer referrals in one frictionless flow, Cheers helps companies 10x their online 5‑star ratings, reduce churn, and drive more revenue. Already, 8,500+ frontline employees use Cheers daily to feel valued, delight customers, and give businesses the insights to keep raising the bar.","analytics, feedback, ai, reviews",Dylan Allen,https://linkedin.com/in/dylan-allen,2024,2,San Francisco,https://www.linkedin.com/company/cheers-software/
Apten,https://www.apten.ai/,Apten is an AI SMS agent that automates sales and marketing for B2C service businesses. We help businesses build custom agents that drive higher lead conversion and deliver personalized messaging at scale.,"b2b, sales, marketing, sms, ai-assistant","Daniel Ho, Roshan Kumaraswamy","https://linkedin.com/in/danielho799, https://linkedin.com/in/roshan-kumaraswamy",2023,2,San Francisco,https://www.linkedin.com/company/apten
Silurian,https://silurian.ai/,"Foundation models to simulate Earth, starting with weather.","Artificial Intelligence, Climate, Insurance, Agriculture, Energy","Jayesh K. Gupta, Cristian Bodnar, Nikhil Shankar","https://www.linkedin.com/in/jayeshkg/, https://www.linkedin.com/in/crisbodnar/, https://www.linkedin.com/in/nikhil-shankar-3090131b7/",2024,4,"Kirkland, WA",https://www.linkedin.com/company/silurianai
Storia AI,https://storia.ai,Open source AI copilot that knows your company's code and its context,"artificial-intelligence, developer-tools, machine-learning, saas","Julia Turc, Mihail Eric","https://www.linkedin.com/in/iulia-raluca-turc/, https://www.linkedin.com/in/mihaileric/",2023,2,"Millbrae, CA",https://www.linkedin.com/company/storia-ai/
Argil,https://www.argil.ai/,The video generation engine for the creator economy,"generative-ai, social-media","Laodis Menard, Brivael Le Pogam","https://linkedin.com/in/laodis, https://linkedin.com/in/brivael-le-pogam-bbbb7185",2023,8,"Paris, France",https://linkedin.com/company/argilai
NetworkOcean,https://networkocean.io/,We build and operate underwater data centers.,"hard-tech, hardware, cloud-computing, climatetech, ai","Sam Mendel, Eric Kim","https://linkedin.com/in/sammendel2000, https://linkedin.com/in/yekime",2023,2,San Francisco,https://linkedin.com/company/networkocean/
DigitalCarbon,https://www.digitalcarbon.ai,"DigitalCarbon transforms ordinary images and videos into interactive, photorealistic 3D environments. Their technology enables applications across various industries including real estate, e-commerce, tourism, and drone mapping.","computer vision, real estate, b2b, e-commerce, ai","Guru Rao, Michael Nguyen","https://linkedin.com/in/gururao1, https://www.linkedin.com/in/michaelpnguyen/",2024,0,San Francisco,https://x.com/DigitalCarbonAI
Guardian AI,https://www.withguardian.ai/,Helping healthcare providers fight insurance denials.,"artificial-intelligence, health-tech, workflow-automation","Mayank Jain, Pranav Pillai","https://www.linkedin.com/in/mjain30/, https://www.linkedin.com/in/pranav-pillai-18547688/",2024,2,New York,https://twitter.com/myk_jain
Rescript,https://rescript.ai/,"Rescript helps regulatory compliance and advocacy teams effortlessly track the constant stream of legal developments and always stay compliant. With our AI regulatory analyst, companies don't have to rely on expensive consultants or settle for inadequate tools that can't do the job.","Artificial Intelligence, SaaS, Civic Tech, B2B, LegalTech","Nikhil Ajjarapu, Vincent Huang, Alexander Pesendorfer","https://linkedin.com/in/nikhil-ajjarapu, https://linkedin.com/in/vincentjh, https://linkedin.com/in/alex-pesendorfer",2023,3,N/A,https://twitter.com/NikhilAjjarapu
David AI,https://www.withdavid.ai/,Data for audio AI,Audio AI,"Tomer Cohen, Ben Wiley","https://www.linkedin.com/in/cohen-tomer/, https://www.linkedin.com/in/benwileymn",2024,6,"San Francisco, CA, US / New York, NY, US",https://www.linkedin.com/company/david-ai/
Kontigo,https://kontigo.lat/,"USDC-Smart Neobank for Latinos. We’re building Kontigo, a USDC Smart Neobank for Latinos in the U.S. and Latin America, providing a global wallet with a BTC savings account.",Fintech,"jesus alberto Castillo ferrer, Gino Guatavita","https://www.linkedin.com/in/jesus-castillo-81a58b186/,https://linkedin.com/in/gino-guatavita-7269139b",2023,10,"San Francisco, CA, US / Remote",https://linkedin.com/company/kontigolatam/?viewAsMember=true
Pinnacle,https://trypinnacle.app/,"Pinnacle is an API for RCS, the new standard for SMS for app-like text messages.","developer-tools, b2b, sales, e-commerce, sms","Sean Roades, Ivan Zhang","https://www.linkedin.com/in/sr19943/, https://www.linkedin.com/in/aivanzhang/",2024,2,San Francisco,https://twitter.com/SeanRoades
Mem0,https://mem0.ai,"Mem0 provides a memory layer for LLM applications, enabling them to remember and learn from user interactions over time.","developer-tools, generative-ai, open-source, infrastructure, ai","Taranjeet Singh, Deshraj Yadav","https://linkedin.com/in/taranjeet7114, https://linkedin.com/in/deshrajdry",2023,4,San Francisco,https://twitter.com/mem0ai/
Assembly HOA,https://assemblyhoa.com,"AI-enabled HOA Management Company that helps HOAs manage their communities in a modern and transparent way by providing real-time financial insights, strategic community planning, and automated operations.","Artificial Intelligence, Fintech, Real Estate, Housing, Proptech","Allen Liou, Shreyas Bharadwaj","https://linkedin.com/in/allenliou1, https://linkedin.com/in/shreyas-b-732b11252",2022,6,"Los Angeles, CA",https://www.linkedin.com/company/assemblyhoa/
Melty,https://melty.sh,"We're building Chorus, a Mac app that lets you chat with O1, Claude, Perplexity, Deepseek, and others on your desktop. Find the right model for each task, get more creativity without copy–pasting prompts, and get more reliability without manually comparing model outputs.","developer-tools, generative-ai, ai","Charlie Holtz, Jackson de Campos","https://www.linkedin.com/in/charlieholtz, https://www.linkedin.com/in/jacksondecampos/",2024,2,San Francisco,https://www.linkedin.com/company/meltylabs
